# trisquel golden manifest
# package:      budgie-artwork
# blessed-by:   ark@switnet.org
# blessed-at:   2026-07-25T08:54:16+00:00
# upstream:     noble (24.04)  helper-version: 3
# upstream-version: 0.19.0
# blessed-with: AUDIT_BLESS=1
# body-sha256:  a220b3d599981ee8f6857a13ffea8797529ff4799d465d67d55a8bf7f916c38f
--- manifest ---
5	5	README.md
2	2	debian/budgie-lightdm-theme.gsettings-override
20	20	debian/control
2	0	debian/plymouth-theme-trisquel-budgie-logo.install
11	0	debian/plymouth-theme-trisquel-budgie-logo.prerm
1	0	debian/plymouth-theme-trisquel-budgie-text.install
12	0	debian/plymouth-theme-trisquel-budgie-text.prerm
0	2	debian/plymouth-theme-ubuntu-budgie-logo.install
0	11	debian/plymouth-theme-ubuntu-budgie-logo.prerm
0	1	debian/plymouth-theme-ubuntu-budgie-text.install
0	12	debian/plymouth-theme-ubuntu-budgie-text.prerm
1	1	debian/rules
2	2	debian/{plymouth-theme-ubuntu-budgie-logo.postinst => plymouth-theme-trisquel-budgie-logo.postinst}
0	0	debian/{plymouth-theme-ubuntu-budgie-logo.postrm => plymouth-theme-trisquel-budgie-logo.postrm}
5	5	debian/{plymouth-theme-ubuntu-budgie-text.postinst => plymouth-theme-trisquel-budgie-text.postinst}
0	0	debian/{plymouth-theme-ubuntu-budgie-text.postrm => plymouth-theme-trisquel-budgie-text.postrm}
0	0	debian/{plymouth-theme-ubuntu-budgie-text.triggers => plymouth-theme-trisquel-budgie-text.triggers}
0	0	debian/{ubuntu-budgie-themes.install => trisquel-budgie-themes.install}
2	2	pocillo-theme-compiled/Pocillo-dark/INSTALL_GDM_THEME.md
2	2	pocillo-theme-compiled/Pocillo-light/INSTALL_GDM_THEME.md
2	2	pocillo-theme-compiled/Pocillo-slim-dark/INSTALL_GDM_THEME.md
2	2	pocillo-theme-compiled/Pocillo-slim-light/INSTALL_GDM_THEME.md
2	2	pocillo-theme-compiled/Pocillo-slim/INSTALL_GDM_THEME.md
2	2	pocillo-theme-compiled/Pocillo/INSTALL_GDM_THEME.md
1	1	pocillo-theme/HACKING.md
2	2	pocillo-theme/INSTALL.md
2	2	pocillo-theme/INSTALL_GDM_THEME.md
1	1	pocillo-theme/README.md
1	1	pocillo-theme/src/gtk-3.0/sass/apps/_unity.scss
2	2	pocillo/.github/FUNDING.yml
0	862	pocillo/IconRequests/Template.svg
0	763	pocillo/IconRequests/livepatch-new.svg
bin	bin	pocillo/IconRequests/livepatch-template.png
0	1	pocillo/IconRequests/livepatch.svg
0	533	pocillo/IconRequests/livepatch1.svg
0	414	pocillo/IconRequests/livepatch2.svg
0	1162	pocillo/IconRequests/livepatch_icon.svg
1	1	pocillo/Pocillo/64/apps/{ubuntu-logo-icon.svg => trisquel-logo-icon.svg}
1	1	pocillo/Pocillo/index.theme
3	3	pocillo/README.md
7	7	qogir-theme/InstallBudgie
3	3	qogir-theme/README.md
1	1	qogir-theme/clean-old-theme.sh
7	7	qogir-theme/install.sh
1	1	qogir-theme/src/_sass/_colors.scss
1	1	qogir-theme/src/_sass/gtk/apps/_gnome-3.0.scss
2	2	qogir-theme/src/cinnamon/thumbnail.svg
84	0	qogir-theme/src/gnome-shell/logos/logo-trisquel.svg
0	5	qogir-theme/src/gnome-shell/logos/logo-ubuntu.svg
1	1	qogir-theme/src/gtk-2.0/assets/assets-Ubuntu-Dark.svg
1	1	qogir-theme/src/gtk-2.0/assets/assets-Ubuntu.svg
1	1	qogir-theme/src/gtk-2.0/assets/render-assets.sh
84	0	qogir-theme/src/gtk/assets/logos/logo-trisquel.svg
0	5	qogir-theme/src/gtk/assets/logos/logo-ubuntu.svg
0	0	qogir-theme/src/gtk/assets/logos/{logo@2-ubuntu.svg => logo@2-trisquel.svg}
1	1	qogir-theme/src/gtk/assets/render-assets.sh
2	2	qogir-theme/src/gtk/assets/thumbnail.svg
1	1	tela-icon-theme/README.md
3	3	tela-icon-theme/install.sh
0	0	tela-icon-theme/src/16/panel/{ubuntuone-client-error.svg => trisquelone-client-error.svg}
0	0	tela-icon-theme/src/16/panel/{ubuntuone-client-idle.svg => trisquelone-client-idle.svg}
